Name,Accession,Start,Stop,Strand,GeneID,Locus,Locustag,Proteinproduct,Length,ProteinName
chromosome,NC_008596.1,3493623,3494702,+,,,MSMEG_RS16645,WP_174519595.1,359,D-2-hydroxyacid dehydrogenase
chromosome,NC_008596.1,3494759,3495541,+,,,MSMEG_RS16650,WP_011729055.1,260,IclR family transcriptional regulator
chromosome,NC_008596.1,3495569,3496423,+,,,MSMEG_RS16655,WP_011729056.1,284,class I SAM-dependent methyltransferase
chromosome,NC_008596.1,3496425,3497039,-,,,MSMEG_RS16660,WP_011729057.1,204,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,3497064,3497915,-,,,MSMEG_RS16665,WP_011729058.1,283,oxidoreductase
chromosome,NC_008596.1,3498088,3499005,+,,,MSMEG_RS16670,WP_011729059.1,305,MBL fold metallo-hydrolase
chromosome,NC_008596.1,3499065,3499430,+,,,MSMEG_RS16675,WP_014877697.1,121,hypothetical protein
chromosome,NC_008596.1,3499991,3501115,+,,,MSMEG_RS16680,WP_228025599.1,374,acyltransferase
chromosome,NC_008596.1,3501227,3501832,+,,,MSMEG_RS16685,WP_011729062.1,201,class I SAM-dependent methyltransferase
chromosome,NC_008596.1,3502304,3503770,+,,,MSMEG_RS16695,WP_011726646.1,488,IS1634-like element IS1549 family transposase
chromosome,NC_008596.1,3503726,3505195,-,,,MSMEG_RS16700,WP_011729064.1,489,GMC family oxidoreductase N-terminal domain-containing protein
chromosome,NC_008596.1,3505505,3506134,+,,,MSMEG_RS16705,WP_011729065.1,209,FKBP-type peptidyl-prolyl cis-trans isomerase
chromosome,NC_008596.1,3506198,3506590,+,,,MSMEG_RS16710,WP_003894879.1,130,hypothetical protein
chromosome,NC_008596.1,3506616,3507194,+,,,MSMEG_RS16715,WP_011729066.1,192,zeta toxin family protein
chromosome,NC_008596.1,3507206,3508558,-,,,MSMEG_RS16720,WP_011729067.1,450,alpha/beta hydrolase-fold protein
chromosome,NC_008596.1,3508893,3509048,+,,,MSMEG_RS33555,WP_003894882.1,51,hypothetical protein
chromosome,NC_008596.1,3509243,3510631,+,,,MSMEG_RS16725,WP_014877699.1,462,L-serine ammonia-lyase
chromosome,NC_008596.1,3510665,3511171,-,,,MSMEG_RS16730,WP_011729070.1,168,hypothetical protein
chromosome,NC_008596.1,3511367,3512173,+,,,MSMEG_RS16735,WP_011729071.1,268,transporter substrate-binding domain-containing protein
chromosome,NC_008596.1,3512255,3512413,+,,,MSMEG_RS33560,WP_011729072.1,52,hypothetical protein
chromosome,NC_008596.1,3512435,3513934,-,,,MSMEG_RS16740,WP_011729073.1,499,GMC family oxidoreductase N-terminal domain-containing protein
chromosome,NC_008596.1,3514040,3515053,+,,,MSMEG_RS16745,WP_011729074.1,337,LLM class flavin-dependent oxidoreductase
chromosome,NC_008596.1,3515585,3516229,+,,,MSMEG_RS16750,WP_011729076.1,214,response regulator transcription factor
chromosome,NC_008596.1,3516234,3517385,-,,,MSMEG_RS16755,WP_228025709.1,383,histidine kinase
chromosome,NC_008596.1,3517620,3518267,-,,,MSMEG_RS16760,WP_011729078.1,215,dihydrofolate reductase family protein
chromosome,NC_008596.1,3518377,3519072,+,,,MSMEG_RS16765,WP_011729079.1,231,haloacid dehalogenase type II
chromosome,NC_008596.1,3519095,3519946,-,,,MSMEG_RS16770,WP_011729080.1,283,SDR family oxidoreductase
chromosome,NC_008596.1,3520041,3520619,+,,,MSMEG_RS16775,WP_003894896.1,192,TetR family transcriptional regulator
chromosome,NC_008596.1,3520788,3521030,+,,,MSMEG_RS16780,WP_029104535.1,80,hypothetical protein
chromosome,NC_008596.1,3521183,3521548,+,,,MSMEG_RS16785,WP_029104536.1,121,RNA-binding S4 domain-containing protein
chromosome,NC_008596.1,3521554,3521997,-,,,MSMEG_RS16790,WP_011729083.1,147,hydrogenase
chromosome,NC_008596.1,3522131,3523510,-,,,MSMEG_RS16795,WP_014877706.1,459,NAD(P)/FAD-dependent oxidoreductase
chromosome,NC_008596.1,3523559,3524395,-,,,MSMEG_RS16800,WP_003894901.1,278,thioesterase family protein
chromosome,NC_008596.1,3524499,3526082,-,,,MSMEG_RS16805,WP_014877707.1,527,threonine/serine exporter family protein
chromosome,NC_008596.1,3526436,3526876,+,,furA2,MSMEG_RS16810,WP_011729085.1,146,fur family transcriptional regulator FurA2
chromosome,NC_008596.1,3526916,3529162,+,,katG,MSMEG_RS16815,WP_011729086.1,748,catalase/peroxidase HPI
chromosome,NC_008596.1,3529328,3529993,+,,,MSMEG_RS16820,WP_011729087.1,221,nitroreductase
chromosome,NC_008596.1,3529999,3530907,-,,,MSMEG_RS16825,WP_003894906.1,302,esterase
chromosome,NC_008596.1,3531027,3532043,-,,,MSMEG_RS16830,WP_011729088.1,338,alcohol dehydrogenase catalytic domain-containing protein
chromosome,NC_008596.1,3532122,3533981,-,,,MSMEG_RS16835,WP_003894908.1,619,fatty acyl-AMP ligase
chromosome,NC_008596.1,3534240,3535796,+,,,MSMEG_RS16845,WP_011729090.1,518,acyl--CoA ligase
chromosome,NC_008596.1,3535783,3536172,-,,,MSMEG_RS16850,WP_003894913.1,129,NYN domain-containing protein
chromosome,NC_008596.1,3536190,3536777,-,,,MSMEG_RS16855,WP_011729092.1,195,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,3536879,3537790,+,,,MSMEG_RS16860,WP_003894915.1,303,SDR family oxidoreductase
chromosome,NC_008596.1,3537873,3539153,+,,,MSMEG_RS16865,WP_011729093.1,426,GTP cyclohydrolase II
chromosome,NC_008596.1,3539153,3540352,+,,,MSMEG_RS16870,WP_011729094.1,399,URC4/urg3 family protein
chromosome,NC_008596.1,3540363,3540992,+,,upp,MSMEG_RS16875,WP_011729095.1,209,uracil phosphoribosyltransferase
chromosome,NC_008596.1,3540989,3541705,+,,,MSMEG_RS16880,WP_014877710.1,238,CPBP family intramembrane metalloprotease
chromosome,NC_008596.1,3541709,3542491,-,,,MSMEG_RS16885,WP_011729097.1,260,hypothetical protein
chromosome,NC_008596.1,3542549,3543670,-,,,MSMEG_RS16890,WP_011729098.1,373,M48 family metalloprotease
chromosome,NC_008596.1,3543755,3544417,-,,ripD,MSMEG_RS16895,WP_011729099.1,220,NlpC/P60 family peptidoglycan-binding protein RipD
chromosome,NC_008596.1,3544770,3545447,+,,tenA,MSMEG_RS16900,WP_014877712.1,225,thiaminase II
chromosome,NC_008596.1,3545574,3546068,-,,tpx,MSMEG_RS16905,WP_003894924.1,164,thiol peroxidase
chromosome,NC_008596.1,3546179,3547108,+,,,MSMEG_RS16910,WP_011729101.1,309,streptomycin 6-kinase
chromosome,NC_008596.1,3547122,3548174,-,,,MSMEG_RS16915,WP_011729102.1,350,o-succinylbenzoate synthase
chromosome,NC_008596.1,3548221,3548475,+,,,MSMEG_RS16920,WP_011729103.1,84,hypothetical protein
chromosome,NC_008596.1,3548528,3549193,+,,,MSMEG_RS16925,WP_003894928.1,221,MOSC domain-containing protein
chromosome,NC_008596.1,3549195,3549722,-,,,MSMEG_RS16930,WP_011729104.1,175,cupin domain-containing protein
chromosome,NC_008596.1,3549755,3550351,-,,,MSMEG_RS16935,WP_003894930.1,198,sigma-70 family RNA polymerase sigma factor
chromosome,NC_008596.1,3550348,3551805,-,,,MSMEG_RS16940,WP_011729105.1,485,catalase
chromosome,NC_008596.1,3551822,3552478,-,,,MSMEG_RS16945,WP_011729106.1,218,HD domain-containing protein
chromosome,NC_008596.1,3552713,3553684,+,,,MSMEG_RS16950,WP_003894933.1,323,GlxA family transcriptional regulator
chromosome,NC_008596.1,3553689,3554375,-,,,MSMEG_RS16955,WP_003894934.1,228,SGNH/GDSL hydrolase family protein
chromosome,NC_008596.1,3554508,3555722,-,,,MSMEG_RS16960,WP_011729107.1,404,acyltransferase
chromosome,NC_008596.1,3556086,3556526,-,,,MSMEG_RS16965,WP_042510577.1,146,hypothetical protein
chromosome,NC_008596.1,3556736,3557890,+,,,MSMEG_RS16970,WP_003894937.1,384,alkaline phosphatase family protein
chromosome,NC_008596.1,3557926,3558267,+,,,MSMEG_RS16975,WP_003894938.1,113,DUF732 domain-containing protein
chromosome,NC_008596.1,3558318,3558770,+,,,MSMEG_RS16980,WP_014877718.1,150,DUF5078 domain-containing protein
chromosome,NC_008596.1,3559123,3559596,+,,,MSMEG_RS16985,WP_014877720.1,157,MmpS family protein
chromosome,NC_008596.1,3559629,3562502,+,,,MSMEG_RS16990,WP_228025710.1,957,MMPL family RND transporter
chromosome,NC_008596.1,3562524,3563264,-,,,MSMEG_RS16995,WP_003894943.1,246,helix-turn-helix domain-containing protein
chromosome,NC_008596.1,3563799,3564401,+,,,MSMEG_RS17000,WP_011729111.1,200,hypothetical protein
chromosome,NC_008596.1,3564453,3565199,+,,yaaA,MSMEG_RS17005,WP_011729112.1,248,peroxide stress protein YaaA
chromosome,NC_008596.1,3565323,3565670,-,,,MSMEG_RS17010,WP_228025600.1,115,hypothetical protein
chromosome,NC_008596.1,3566211,3566756,+,,,MSMEG_RS17015,WP_011729115.1,181,hypothetical protein
chromosome,NC_008596.1,3566848,3567099,+,,,MSMEG_RS17020,WP_003894957.1,83,hypothetical protein
chromosome,NC_008596.1,3567077,3568549,+,,,MSMEG_RS17025,WP_011729116.1,490,amidase
chromosome,NC_008596.1,3568572,3569969,+,,,MSMEG_RS17030,WP_011729117.1,465,aminotransferase class V-fold PLP-dependent enzyme
chromosome,NC_008596.1,3570092,3570985,+,,,MSMEG_RS17035,WP_011729118.1,297,fructose bisphosphate aldolase
chromosome,NC_008596.1,3571022,3571939,+,,,MSMEG_RS17040,WP_003894961.1,305,alpha/beta hydrolase
chromosome,NC_008596.1,3572011,3572664,+,,,MSMEG_RS17045,WP_003894962.1,217,MBL fold metallo-hydrolase
chromosome,NC_008596.1,3572807,3574159,+,,,MSMEG_RS17050,WP_234306385.1,450,2-polyprenyl-6-methoxyphenol hydroxylase-like oxidoreductase
chromosome,NC_008596.1,3574156,3575241,-,,,MSMEG_RS17055,WP_003887303.1,361,MULTISPECIES: IS630-like element ISMsm2 family transposase
chromosome,NC_008596.1,3575284,3576567,-,,,MSMEG_RS17060,WP_029104544.1,427,competence/damage-inducible protein A
chromosome,NC_008596.1,3576626,3577834,-,,,MSMEG_RS17065,WP_011729122.1,402,enhanced intracellular survival protein Eis
chromosome,NC_008596.1,3577888,3578115,-,,,MSMEG_RS17070,WP_003894966.1,75,hypothetical protein
chromosome,NC_008596.1,3578173,3578910,-,,,MSMEG_RS17075,WP_011729123.1,245,glucose 1-dehydrogenase
chromosome,NC_008596.1,3580099,3580836,-,,,MSMEG_RS17085,WP_003894969.1,245,HAD-IB family hydrolase
chromosome,NC_008596.1,3580892,3581272,+,,,MSMEG_RS17090,WP_011729125.1,126,VOC family protein
chromosome,NC_008596.1,3581377,3582507,+,,,MSMEG_RS17095,WP_011729126.1,376,nitronate monooxygenase family protein
chromosome,NC_008596.1,3582635,3583222,+,,,MSMEG_RS17100,WP_003894972.1,195,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,3583219,3585468,+,,,MSMEG_RS17105,WP_011729127.1,749,molybdopterin-dependent oxidoreductase
chromosome,NC_008596.1,3585553,3585981,-,,,MSMEG_RS17110,WP_011729128.1,142,dopamine receptor D4
chromosome,NC_008596.1,3586221,3587507,+,,,MSMEG_RS17115,WP_014877729.1,428,cytochrome P450
chromosome,NC_008596.1,3587428,3587727,-,,,MSMEG_RS17120,WP_175048390.1,99,hypothetical protein
chromosome,NC_008596.1,3587930,3588706,+,,,MSMEG_RS17125,WP_011729131.1,258,helix-turn-helix transcriptional regulator
chromosome,NC_008596.1,3588806,3589417,+,,,MSMEG_RS17130,WP_014877730.1,203,peroxidase-related enzyme
chromosome,NC_008596.1,3589479,3590201,+,,,MSMEG_RS17135,WP_014877731.1,240,GntR family transcriptional regulator
chromosome,NC_008596.1,3590198,3590848,+,,,MSMEG_RS17140,WP_003894979.1,216,sterol desaturase family protein
chromosome,NC_008596.1,3590832,3591611,-,,,MSMEG_RS17145,WP_011729134.1,259,"L,D-transpeptidase"
chromosome,NC_008596.1,3591737,3592342,-,,,MSMEG_RS17150,WP_011729135.1,201,Pr6Pr family membrane protein
chromosome,NC_008596.1,3592366,3593796,-,,,MSMEG_RS17155,WP_011729136.1,476,hypothetical protein
chromosome,NC_008596.1,3594070,3595527,+,,,MSMEG_RS17160,WP_014877733.1,485,peptide MFS transporter
chromosome,NC_008596.1,3595524,3596474,-,,,MSMEG_RS17165,WP_011729138.1,316,threonine/serine dehydratase
chromosome,NC_008596.1,3596576,3597016,+,,,MSMEG_RS17170,WP_003894986.1,146,acyl-CoA thioesterase
chromosome,NC_008596.1,3597069,3598112,+,,speB,MSMEG_RS17175,WP_003894987.1,347,agmatinase
chromosome,NC_008596.1,3598192,3600066,+,,,MSMEG_RS17180,WP_011729139.1,624,MFS transporter
chromosome,NC_008596.1,3600074,3600313,+,,,MSMEG_RS17185,WP_011729140.1,79,DUF1660 family phage protein
chromosome,NC_008596.1,3600326,3601210,-,,,MSMEG_RS17190,WP_014877737.1,294,cyclopropane mycolic acid synthase family methyltransferase
chromosome,NC_008596.1,3601386,3601607,+,,,MSMEG_RS17195,WP_011729142.1,73,hypothetical protein
chromosome,NC_008596.1,3601604,3601975,+,,,MSMEG_RS17200,WP_011729143.1,123,hypothetical protein
chromosome,NC_008596.1,3601917,3602810,-,,,MSMEG_RS17205,WP_011729144.1,297,cytochrome c biogenesis CcdA family protein
chromosome,NC_008596.1,3602815,3603345,-,,,MSMEG_RS17210,WP_011729145.1,176,protein disulfide oxidoreductase
chromosome,NC_008596.1,3603465,3604361,-,,,MSMEG_RS17215,WP_014877740.1,298,TIGR03854 family LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,3604423,3605046,-,,,MSMEG_RS17220,WP_011729147.1,207,hypothetical protein
chromosome,NC_008596.1,3605228,3606676,+,,,MSMEG_RS17225,WP_036463087.1,482,glycosyltransferase family 39 protein
chromosome,NC_008596.1,3607062,3607949,+,,ehuB,MSMEG_RS17230,WP_042510578.1,295,ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB
chromosome,NC_008596.1,3607960,3608673,+,,ehuC,MSMEG_RS17235,WP_011729150.1,237,ectoine/hydroxyectoine ABC transporter permease subunit EhuC
chromosome,NC_008596.1,3608670,3609350,+,,ehuD,MSMEG_RS17240,WP_011729151.1,226,ectoine/hydroxyectoine ABC transporter permease subunit EhuD
chromosome,NC_008596.1,3609381,3610136,+,,ehuA,MSMEG_RS17245,WP_003895001.1,251,ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA
chromosome,NC_008596.1,3610192,3611469,+,,,MSMEG_RS17250,WP_011729152.1,425,cytochrome P450
chromosome,NC_008596.1,3611488,3612699,-,,,MSMEG_RS17255,WP_228025711.1,403,helix-turn-helix domain-containing protein
chromosome,NC_008596.1,3612964,3614376,+,,hydA,MSMEG_RS17260,WP_003895004.1,470,dihydropyrimidinase
chromosome,NC_008596.1,3614417,3615436,+,,,MSMEG_RS17265,WP_003895005.1,339,TIGR03842 family LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,3615464,3616312,+,,,MSMEG_RS17270,WP_011729154.1,282,hydrolase
chromosome,NC_008596.1,3616326,3617897,+,,,MSMEG_RS17275,WP_011729155.1,523,NCS1 family nucleobase:cation symporter-1
chromosome,NC_008596.1,3617957,3619402,-,,,MSMEG_RS17280,WP_011729156.1,481,APC family permease
chromosome,NC_008596.1,3619557,3620492,-,,,MSMEG_RS17285,WP_011729157.1,311,dienelactone hydrolase family protein
chromosome,NC_008596.1,3620574,3621500,+,,,MSMEG_RS17290,WP_011729158.1,308,SDR family oxidoreductase
chromosome,NC_008596.1,3621505,3621867,-,,,MSMEG_RS17295,WP_011729159.1,120,VOC family protein
chromosome,NC_008596.1,3621908,3623278,-,,,MSMEG_RS17300,WP_014877747.1,456,glutamine synthetase family protein
chromosome,NC_008596.1,3623312,3623794,-,,,MSMEG_RS17305,WP_011729161.1,160,carboxymuconolactone decarboxylase family protein
chromosome,NC_008596.1,3623967,3626027,-,,,MSMEG_RS17310,WP_011729162.1,686,MFS transporter
chromosome,NC_008596.1,3626184,3626669,-,,bfr,MSMEG_RS17315,WP_003895015.1,161,bacterioferritin
chromosome,NC_008596.1,3626921,3627553,+,,,MSMEG_RS17320,WP_011729164.1,210,fatty-acid--CoA ligase
chromosome,NC_008596.1,3627559,3627768,+,,,MSMEG_RS17325,WP_003895017.1,69,(2Fe-2S)-binding protein
chromosome,NC_008596.1,3627765,3628532,-,,,MSMEG_RS17330,WP_011729165.1,255,enoyl-CoA hydratase/isomerase family protein
chromosome,NC_008596.1,3628592,3629335,-,,,MSMEG_RS17335,WP_011729166.1,247,EthD domain-containing protein
chromosome,NC_008596.1,3629411,3631426,+,,,MSMEG_RS17340,WP_011729167.1,671,FUSC family protein
chromosome,NC_008596.1,3631442,3632071,-,,,MSMEG_RS17345,WP_011729168.1,209,PaaI family thioesterase
chromosome,NC_008596.1,3632220,3632795,+,,,MSMEG_RS17350,WP_003895024.1,191,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,3632831,3633964,+,,,MSMEG_RS17355,WP_011729169.1,377,membrane protein
chromosome,NC_008596.1,3633903,3635588,+,,,MSMEG_RS17360,WP_029104548.1,561,tetratricopeptide repeat protein
chromosome,NC_008596.1,3635643,3636122,+,,,MSMEG_RS17365,WP_011729171.1,159,nucleoside deaminase
chromosome,NC_008596.1,3636119,3637426,+,,,MSMEG_RS17370,WP_011729172.1,435,alpha-amylase family protein
chromosome,NC_008596.1,3637429,3637878,-,,,MSMEG_RS17375,WP_011729173.1,149,DUF1810 domain-containing protein
chromosome,NC_008596.1,3638024,3640156,+,,,MSMEG_RS17380,WP_014877752.1,710,HAMP domain-containing protein
chromosome,NC_008596.1,3640153,3641547,+,,,MSMEG_RS17385,WP_011729175.1,464,mechanosensitive ion channel
chromosome,NC_008596.1,3641758,3642765,+,,,MSMEG_RS17390,WP_029104550.1,335,esterase family protein
chromosome,NC_008596.1,3642828,3643589,-,,,MSMEG_RS17395,WP_011729177.1,253,SDR family oxidoreductase
chromosome,NC_008596.1,3643729,3646068,+,,lon,MSMEG_RS17400,WP_011729178.1,779,endopeptidase La
chromosome,NC_008596.1,3646199,3647224,+,,,MSMEG_RS17405,WP_014877754.1,341,LLM class flavin-dependent oxidoreductase
chromosome,NC_008596.1,3647366,3650245,-,,,MSMEG_RS17410,WP_011729180.1,959,RND family transporter
chromosome,NC_008596.1,3650224,3650622,-,,,MSMEG_RS17415,WP_029104551.1,132,MmpS family transport accessory protein
chromosome,NC_008596.1,3650839,3652161,-,,,MSMEG_RS17420,WP_011729182.1,440,MHS family MFS transporter
chromosome,NC_008596.1,3652441,3653880,+,,cycA,MSMEG_RS17425,WP_011729183.1,479,D-serine/D-alanine/glycine transporter
chromosome,NC_008596.1,3654105,3654329,+,,,MSMEG_RS17430,WP_029104552.1,74,hypothetical protein
chromosome,NC_008596.1,3654331,3655206,+,,,MSMEG_RS17435,WP_011729186.1,291,oxygenase MpaB family protein
chromosome,NC_008596.1,3655206,3655454,+,,,MSMEG_RS17440,WP_003895047.1,82,hypothetical protein
chromosome,NC_008596.1,3655466,3656092,+,,,MSMEG_RS17445,WP_003895048.1,208,hypothetical protein
chromosome,NC_008596.1,3656099,3656827,+,,,MSMEG_RS17450,WP_011729187.1,242,DUF72 domain-containing protein
chromosome,NC_008596.1,3656839,3658068,+,,,MSMEG_RS17455,WP_011729188.1,409,FAD-dependent oxidoreductase
chromosome,NC_008596.1,3658215,3658883,+,,,MSMEG_RS17460,WP_011729189.1,222,hypothetical protein
chromosome,NC_008596.1,3658883,3662089,+,,,MSMEG_RS17465,WP_011729190.1,1068,DUF87 domain-containing protein
chromosome,NC_008596.1,3662144,3663193,-,,xypA,MSMEG_RS17470,WP_003895054.1,349,sugar ABC transporter xylitol/L-sorbitol-binding protein XypA
chromosome,NC_008596.1,3663228,3664277,-,,thpA,MSMEG_RS17475,WP_011729193.1,349,sugar ABC transporter xylitol/D-threitol-binding protein ThpA
chromosome,NC_008596.1,3664319,3665353,-,,,MSMEG_RS17480,WP_011729194.1,344,ABC transporter permease
chromosome,NC_008596.1,3665350,3666888,-,,,MSMEG_RS17485,WP_011729195.1,512,sugar ABC transporter ATP-binding protein
chromosome,NC_008596.1,3666885,3667931,-,,,MSMEG_RS17490,WP_011729196.1,348,alcohol dehydrogenase catalytic domain-containing protein
chromosome,NC_008596.1,3667925,3668722,-,,,MSMEG_RS17495,WP_228025601.1,265,glucose 1-dehydrogenase
chromosome,NC_008596.1,3668719,3669759,-,,,MSMEG_RS17500,WP_011729197.1,346,NAD(P)-dependent alcohol dehydrogenase
chromosome,NC_008596.1,3669958,3670938,+,,,MSMEG_RS17505,WP_011729198.1,326,DNA-binding transcriptional regulator
chromosome,NC_008596.1,3670935,3671717,+,,,MSMEG_RS17510,WP_011729199.1,260,D-threitol dehydrogenase
chromosome,NC_008596.1,3671734,3673206,-,,,MSMEG_RS17515,WP_014877761.1,490,acetyl-CoA acetyltransferase
chromosome,NC_008596.1,3673257,3674138,-,,,MSMEG_RS17520,WP_014877762.1,293,TIGR03619 family F420-dependent LLM class oxidoreductase
chromosome,NC_008596.1,3674267,3676639,+,,,MSMEG_RS17525,WP_011729203.1,790,phosphoketolase family protein
chromosome,NC_008596.1,3676701,3677468,+,,,MSMEG_RS17530,WP_014877763.1,255,CPBP family intramembrane metalloprotease
chromosome,NC_008596.1,3677470,3678081,-,,,MSMEG_RS17535,WP_011729205.1,203,CGNR zinc finger domain-containing protein
chromosome,NC_008596.1,3678199,3678690,+,,,MSMEG_RS17540,WP_011729206.1,163,hypothetical protein
chromosome,NC_008596.1,3678705,3679703,-,,,MSMEG_RS17545,WP_014877764.1,332,zinc-binding alcohol dehydrogenase family protein
chromosome,NC_008596.1,3679739,3680041,-,,,MSMEG_RS17550,WP_003895070.1,100,GlsB/YeaQ/YmgE family stress response membrane protein
chromosome,NC_008596.1,3680523,3680780,+,,,MSMEG_RS17555,WP_003895071.1,85,hypothetical protein
chromosome,NC_008596.1,3680844,3681905,-,,,MSMEG_RS17560,WP_011729208.1,353,alanine and proline-rich secreted protein Apa
chromosome,NC_008596.1,3682273,3682944,+,,,MSMEG_RS17565,WP_011729209.1,223,SDR family oxidoreductase
chromosome,NC_008596.1,3682967,3683896,+,,,MSMEG_RS17570,WP_003895075.1,309,LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,3683996,3685369,+,,,MSMEG_RS17575,WP_003895076.1,457,NAD(P)/FAD-dependent oxidoreductase
chromosome,NC_008596.1,3685389,3686027,-,,,MSMEG_RS17580,WP_011729210.1,212,urease accessory protein UreD
chromosome,NC_008596.1,3686027,3686713,-,,ureG,MSMEG_RS17585,WP_011729211.1,228,urease accessory protein UreG
chromosome,NC_008596.1,3686744,3687379,-,,,MSMEG_RS17590,WP_011729212.1,211,urease accessory protein UreF
chromosome,NC_008596.1,3687380,3689113,-,,,MSMEG_RS17595,WP_003895080.1,577,urease subunit alpha
chromosome,NC_008596.1,3689113,3689424,-,,,MSMEG_RS17600,WP_003895081.1,103,urease subunit beta
chromosome,NC_008596.1,3689452,3689754,-,,,MSMEG_RS17605,WP_011729214.1,100,urease subunit gamma
chromosome,NC_008596.1,3689837,3690244,-,,,MSMEG_RS17610,WP_014877767.1,135,PaaI family thioesterase
chromosome,NC_008596.1,3690396,3691169,-,,,MSMEG_RS17615,WP_003895084.1,257,hypothetical protein
chromosome,NC_008596.1,3691395,3691811,+,,,MSMEG_RS17620,WP_003895085.1,138,BlaI/MecI/CopY family transcriptional regulator
chromosome,NC_008596.1,3691826,3692782,+,,,MSMEG_RS17625,WP_011729216.1,318,M56 family metallopeptidase
chromosome,NC_008596.1,3692833,3694299,+,,gndA,MSMEG_RS17630,WP_011729217.1,488,NADP-dependent phosphogluconate dehydrogenase
chromosome,NC_008596.1,3694314,3695750,+,,,MSMEG_RS17635,WP_011729218.1,478,GuaB1 family IMP dehydrogenase-related protein
chromosome,NC_008596.1,3695733,3696785,-,,,MSMEG_RS17640,WP_011729219.1,350,ABC transporter ATP-binding protein
chromosome,NC_008596.1,3696787,3698292,-,,,MSMEG_RS17645,WP_011729220.1,501,iron ABC transporter permease
chromosome,NC_008596.1,3698337,3699386,-,,,MSMEG_RS17650,WP_011729221.1,349,iron ABC transporter substrate-binding protein
chromosome,NC_008596.1,3699776,3701146,+,,,MSMEG_RS17655,WP_014877770.1,456,hemolysin family protein
chromosome,NC_008596.1,3701139,3702233,+,,,MSMEG_RS17660,WP_003895093.1,364,hemolysin family protein
chromosome,NC_008596.1,3702226,3703254,+,,,MSMEG_RS17665,WP_011729223.1,342,hypothetical protein
chromosome,NC_008596.1,3703251,3705449,+,,,MSMEG_RS17670,WP_014877772.1,732,malate synthase G
chromosome,NC_008596.1,3705497,3707785,+,,,MSMEG_RS17675,WP_011729225.1,762,substrate-binding domain-containing protein
chromosome,NC_008596.1,3707851,3710691,-,,gcvP,MSMEG_RS17680,WP_011729226.1,946,aminomethyl-transferring glycine dehydrogenase
chromosome,NC_008596.1,3711023,3711637,-,,,MSMEG_RS17690,WP_014877773.1,204,MerR family transcriptional regulator
chromosome,NC_008596.1,3711891,3712385,-,,,MSMEG_RS17695,WP_003895101.1,164,bifunctional nuclease family protein
chromosome,NC_008596.1,3712479,3713243,-,,,MSMEG_RS17700,WP_011729229.1,254,MerR family transcriptional regulator
chromosome,NC_008596.1,3713279,3713755,-,,,MSMEG_RS17705,WP_014877774.1,158,MULTISPECIES: FHA domain-containing protein
chromosome,NC_008596.1,3713932,3714327,-,,gcvH,MSMEG_RS17710,WP_003895104.1,131,glycine cleavage system protein GcvH
chromosome,NC_008596.1,3714350,3715084,-,,,MSMEG_RS17715,WP_223495981.1,244,DUF881 domain-containing protein
chromosome,NC_008596.1,3715210,3715542,-,,,MSMEG_RS17720,WP_003895106.1,110,DUF1290 domain-containing protein
chromosome,NC_008596.1,3715572,3716495,-,,,MSMEG_RS17725,WP_011729231.1,307,DUF881 domain-containing protein
chromosome,NC_008596.1,3716506,3717132,-,,,MSMEG_RS17730,WP_014877775.1,208,CDP-alcohol phosphatidyltransferase family protein
chromosome,NC_008596.1,3717156,3719510,-,,secA2,MSMEG_RS17735,WP_011729234.1,784,accessory Sec system translocase SecA2
chromosome,NC_008596.1,3719609,3721534,+,,,MSMEG_RS17740,WP_011729235.1,641,ABC transporter ATP-binding protein/permease
chromosome,NC_008596.1,3721548,3723488,+,,,MSMEG_RS17745,WP_011729236.1,646,ABC transporter ATP-binding protein/permease
chromosome,NC_008596.1,3723502,3725001,-,,,MSMEG_RS17750,WP_011729237.1,499,FAD-binding protein
chromosome,NC_008596.1,3724998,3725492,-,,,MSMEG_RS17755,WP_011729238.1,164,VOC family protein
chromosome,NC_008596.1,3725537,3726226,-,,,MSMEG_RS17760,WP_011729239.1,229,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,3726341,3726784,+,,,MSMEG_RS17765,WP_011729240.1,147,nitroreductase/quinone reductase family protein
chromosome,NC_008596.1,3726804,3727496,-,,,MSMEG_RS17770,WP_011729241.1,230,hypothetical protein
chromosome,NC_008596.1,3727672,3728298,-,,,MSMEG_RS17775,WP_011729242.1,208,LysM peptidoglycan-binding domain-containing protein
chromosome,NC_008596.1,3728448,3729863,-,,,MSMEG_RS17780,WP_011729243.1,471,FAD-binding oxidoreductase
chromosome,NC_008596.1,3729915,3731060,-,,,MSMEG_RS17785,WP_011729244.1,381,cation:proton antiporter
chromosome,NC_008596.1,3731063,3731569,-,,,MSMEG_RS17790,WP_011729245.1,168,cation:proton antiporter regulatory subunit
